;Max;Fre
0;0.2376887259158051;7.086999022482893
1;0.47506375752356184;8.308895405669599
2;0.1646244481527431;8.308895405669599
3;0.535653330093533;7.575757575757576
4;0.5243580850354239;7.086999022482893
5;0.3457231575100431;8.308895405669599
;Max;Fre
0;0.2376887259158051;7.086999022482893
1;0.47506375752356184;8.308895405669599
2;0.1646244481527431;8.308895405669599
3;0.535653330093533;7.575757575757576
4;0.5243580850354239;7.086999022482893
5;0.3457231575100431;8.308895405669599
6;0.2344129297379785;7.086999022482893
7;0.0656082259667181;8.308895405669599
8;0.13772277472695432;7.086999022482893
9;0.4508814337011127;8.308895405669599
10;0.14764510022756583;7.820136852394917
11;0.11291471341861398;8.308895405669599
12;0.33758730247631275;8.308895405669599
13;0.03645668579129359;7.086999022482893
