;Max;Fre
0;0.17585943025609313;7.086999022482893
1;0.5665657313787495;7.086999022482893
2;0.30620336757894007;8.308895405669599
3;0.2754735473805937;7.575757575757576
4;0.3646372779638229;8.308895405669599
5;0.5673343549250972;8.308895405669599
6;0.5203487582465192;7.086999022482893
7;0.11044932828675216;7.086999022482893
8;0.397473354772354;7.820136852394917
9;0.15866607623506165;8.308895405669599
10;0.2566368436659627;8.064516129032258
11;0.4980155511518699;7.086999022482893
12;0.5160941482697937;8.308895405669599
13;0.14311711282861192;8.308895405669599
